Common Name,Scientific Name,Asmt Year,Stock Assessment Area,Stock Status Area,Council,Council Abbv,FMP,Assessment Model,Assessment Model Type,Science Center Region,Rebuilding Program Status,SI.stock.boundaries,SI.data.prep,SI.model,SI.sci.advice,SI.other,NOAA.Region.Name,NMFS.Name,Ave.Metric.Tons_Commercial,Ave.Metric.Tons_Recreational,Ave.Dollars.Adj_Commercial,Ecological,Schooling,Max Length.m,Transboundary
Chilipepper,Sebastes goodei,2017,Southern Pacific Coast,Southern Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,0,0,0,0,0,Pacific Coast,"ROCKFISH, CHILIPEPPER",320.875,12.95,494184.368,"demersal/benthic, piscivorous/omnivorous",0,0.56,1
China rockfish,Sebastes nebulosus,2019,Central Pacific Coast,Central Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,1,1,1,1,0,Pacific Coast,"ROCKFISH, CHINA",7.75,15.85714,142019.723,"reef-associated, piscivorous/omnivorous",0,0.45,1
China rockfish,Sebastes nebulosus,2019,Northern Pacific Coast,Northern Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,1,1,1,1,0,Pacific Coast,"ROCKFISH, CHINA",7.75,15.85714,142019.723,"reef-associated, piscivorous/omnivorous",0,0.45,1
China rockfish,Sebastes nebulosus,2019,Southern Pacific Coast,Southern Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,1,1,1,1,0,Pacific Coast,"ROCKFISH, CHINA",7.75,15.85714,142019.723,"reef-associated, piscivorous/omnivorous",0,0.45,1
Clearnose skate,Raja eglanteria,2023,Southern New England / Mid-Atlantic,Southern New England / Mid-Atlantic,New England Fisheries Management Council,NEFMC,Northeast Multispecies FMP,Index Method,2,Northeast,0,0,1,0,0,0,New England,"SKATE, CLEARNOSE",2.66666667,8.25,2846.32679,"demersal/benthic, piscivorous/omnivorous",0,0.84,1
Cobia,Rachycentron canadum,2020,Gulf of Mexico,Gulf of Mexico,Gulf of Mexico Fisheries Management Council,GMFMC-SAFMC,Coastal Migratory Pelagic FMP,SS,4,Southeast,0,1,1,0,1,NA,South Atlantic,COBIA,39.5833333,886.5833,325963.577,"reef-associated, piscivorous/omnivorous",0,2,1
Common bluestripe snapper,Lutjanus kasmira,2023,American Samoa,American Samoa,Western Pacific Fisheries Management Council,WPFMC,American Samoa Archipelago Ecosystem,SS,4,Pacific Islands,0,0,0,0,0,0,Hawaii,"SNAPPER, BLUESTRIPE",13.1538462,9.55556,65155.5532,"reef-associated, piscivorous/omnivorous",0,0.4,1
Copper rockfish,Sebastes caurinus,2023,Northern California,California,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,1,1,0,1,0,Pacific Coast,"ROCKFISH, COPPER",9.125,89.80952,119888.574,"demersal/benthic, piscivorous/omnivorous",0,0.58,1
Copper rockfish,Sebastes caurinus,2023,Southern California,California,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,1,1,0,1,0,Pacific Coast,"ROCKFISH, COPPER",9.125,89.80952,119888.574,"demersal/benthic, piscivorous/omnivorous",0,0.58,1
Copper rockfish,Sebastes caurinus,2021,Oregon,Oregon and Washington,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,1,1,1,1,0,Pacific Coast,"ROCKFISH, COPPER",9.125,89.80952,119888.574,"demersal/benthic, piscivorous/omnivorous",0,0.58,1
Copper rockfish,Sebastes caurinus,2021,Washington,Oregon and Washington,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,1,1,1,1,0,Pacific Coast,"ROCKFISH, COPPER",9.125,89.80952,119888.574,"demersal/benthic, piscivorous/omnivorous",0,0.58,1
Cowcod,Sebastes levis,2019,Southern California,Southern California,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,"Northwest, Southwest",0,1,0,0,0,0,Pacific Coast,"ROCKFISH, COWCOD",0.6,0.0625,988.125131,bathydemersal,0,1,1
Crimson jobfish,Pristipomoides filamentosus,2018,Main Hawaiian Islands,Main Hawaiian Islands,Western Pacific Fisheries Management Council,WPFMC,Hawaii Archipelago Ecosystem,Bayesian surplus production model,2,Pacific Islands,0,0,1,0,0,0,Hawaii,"SNAPPER, PINK",43.8461538,64.38095,887739.383,"benthopelagic, piscivorous/omnivorous",0,1,1
Darkblotched rockfish,Sebastes crameri,2021,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,0,1,0,0,0,Pacific Coast,"ROCKFISH, DARKBLOTCHED",165.333333,0,177284.961,bathydemersal,0,0.58,1
Dolphinfish,Coryphaena hippurus,2000,Southern Atlantic Coast,Southern Atlantic Coast,South Atlantic Fisheries Management Council,SAFMC,Dolphin Wahoo FMP,Production model,1,Southeast,0,1,0,0,0,1,South Atlantic,DOLPHINFISH,158.823529,4871.5833,1184319.25,"pelagic-neritic, piscivorous/omnivorous",1,,
Dover sole,Microstomus pacificus,2023,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,SS,4,Alaska,0,1,1,0,1,0,Alaska,"SOLE, DOVER",223.809524,NA,74287.5781,"demersal/benthic, piscivorous/omnivorous",0,0.76,1
Dover sole,Microstomus pacificus,2021,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,0,1,1,0,1,Pacific Coast,"SOLE, DOVER",7146.5,0,8486977.05,"demersal/benthic, piscivorous/omnivorous",0,0.76,1
Dusky rockfish,Sebastes variabilis,2023,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Custom SCAA,4,Alaska,0,0,1,0,1,1,Alaska,"ROCKFISH, DUSKY",NA,NA,NA,"demersal/benthic, piscivorous/omnivorous",0,0.53,1
Dusky shark,Carcharhinus obscurus,2016,Atlantic,Atlantic and Gulf of Mexico,Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna,"NOAA HMS, ICCAT",Atlantic/Gulf HMS FMP,ASCFM,4,Southeast,1,0,1,0,0,NA,"NOAA HMS, ICCAT","SHARK, DUSKY",28,53.1667,37593.518,"reef-associated, piscivorous/omnivorous",0,4.2,1
English sole,Parophrys vetulus,2013,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,Extended Simple Stock Synthesis,4,Northwest,0,0,0,0,0,0,Pacific Coast,"SOLE, ENGLISH",532.416667,0,595326.703,"demersal/benthic, piscivorous/omnivorous",0,0.49,1
Finetooth shark,Carcharhinus isodon,2007,Atlantic,Atlantic and Gulf of Mexico,Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna,"NOAA HMS, ICCAT",Atlantic/Gulf HMS FMP,BSP,2,Southeast,0,1,1,0,0,NA,"NOAA HMS, ICCAT","SHARK, FINETOOTH",59.76623,25.3111,124846.414,"demersal/benthic, piscivorous/omnivorous",0,2,1
Flag rockfish,Sebastes rubrivinctus,2010,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DB-SRA,1,"Northwest, Southwest",0,0,0,0,0,0,Pacific Coast,"ROCKFISH, FLAG",0.08333333,8.421053,1871.41701,"demersal/benthic, piscivorous/omnivorous",0,0.51,1
Flame snapper,Etelis coruscans,2023,American Samoa,Flame snapper and Ruby snapper complex - American Samoa,Western Pacific Fisheries Management Council,WPFMC,American Samoa Archipelago Ecosystem,SS,4,Pacific Islands,0,0,0,0,0,0,Hawaii,"RED SNAPPER, LONGTAILED",22.9230769,22.9,565234.736,"reef-associated, piscivorous/omnivorous",0,1.2,1
Flathead sole,Hippoglossoides elassodon,2023,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,SS,4,Alaska,0,1,0,0,0,NA,Alaska,"SOLE, FLATHEAD",14790.75,NA,6684036.98,"demersal/benthic, piscivorous/omnivorous",0,0.52,1
Flathead sole,Hippoglossoides elassodon,2023,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,SS,4,Alaska,0,1,1,0,1,0,Alaska,"SOLE, FLATHEAD",14790.75,0,6684036.98,"demersal/benthic, piscivorous/omnivorous",0,0.52,1
Gag,Mycteroperca microlepis,2023,Gulf of Mexico,Gulf of Mexico,Gulf of Mexico Fisheries Management Council,GMFMC,Gulf of Mexico Reef Fish FMP,SS,4,Southeast,1,0,0,0,0,0,Gulf,"GROUPER, GAG",294.708333,2134.2917,3022431.86,"reef-associated, piscivorous/omnivorous",0,1.45,1
Gag,Mycteroperca microlepis,2021,Southern Atlantic Coast,Southern Atlantic Coast,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,BAM,4,Southeast,1,0,1,0,0,1,South Atlantic,"GROUPER, GAG",197.5,289.9583,2342630.16,"reef-associated, piscivorous/omnivorous",0,1.45,1
Giant octopus,Enteroctopus dofleini,2023,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Predation Based Estimate of M,1,Alaska,0,1,0,0,0,0,Alaska,OCTOPUSES,2946875000,NA,394424.0151,"demersal/benthic, piscivorous/omnivorous",0,3,1
Giant octopus,Enteroctopus dofleini,2017,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Survey Abundance,2,Alaska,0,1,0,0,0,0,Alaska,OCTOPUSES,2946875000,NA,394424.0151,"demersal/benthic, piscivorous/omnivorous",0,3,1
Golden deepsea crab,Chaceon fenneri,2000,Southern Atlantic Coast,Southern Atlantic Coast,South Atlantic Fisheries Management Council,SAFMC,Golden Crab FMP,Production Model,2,Southeast,0,0,0,0,0,0,South Atlantic,"CRAB, GOLDEN DEEPSEA",227.909091,NA,1610674.25,"demersal/benthic, piscivorous/omnivorous",0,0.19,1
Golden eye jobfish,Pristipomoides flavipinnis,2023,American Samoa,Golden eye jobfish and Crimson jobfish complex - American Samoa,Western Pacific Fisheries Management Council,WPFMC,American Samoa Archipelago Ecosystem,SS,4,Pacific Islands,0,0,0,0,0,0,Hawaii,NA,NA,NA,NA,"reef-associated, piscivorous/omnivorous",0,0.766,1
Golden king crab,Lithodes aequispinus,2023,Western Aleutian Islands,Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Custom SCAL,4,Alaska,0,1,0,0,0,0,Alaska,"
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.039,1
Golden king crab,Lithodes aequispinus,2023,Eastern Aleutian Islands,Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Male-Only Length-Based Population Dynamics Model,4,Alaska,0,1,0,0,0,0,Alaska,"
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.039,1
Golden king crab,Lithodes aequispinus,2017,Pribilof Islands,Pribilof Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Custom SCAL,4,Alaska,0,1,0,0,0,0,Alaska,"
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.039,1
Goliath grouper,Epinephelus itajara,1999,Caribbean,Caribbean,Caribbean Fisheries Management Council,CFMC,Caribbean Reef Fish FMP,na,0,Southeast,1,0,0,0,0,NA,South Atlantic,"GROUPER, GOLIATH",NA,2,NA,"reef-associated, piscivorous/omnivorous",0,2.5,1
Goliath grouper,Epinephelus itajara,2016,Gulf of Mexico,Southern Atlantic Coast / Gulf of Mexico,Gulf of Mexico Fisheries Management Council,GMFMC,Gulf of Mexico Reef Fish FMP,"Catch Free Model, SSRA",4,Southeast,0,0,1,0,0,NA,Gulf,"GROUPER, GOLIATH",NA,NA,NA,"reef-associated, piscivorous/omnivorous",0,2.5,1
Goliath grouper,Epinephelus itajara,2016,Southern Atlantic Coast / Gulf of Mexico,Southern Atlantic Coast / Gulf of Mexico,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,SSRA,1,Southeast,0,0,0,0,0,0,South Atlantic,"GROUPER, GOLIATH",NA,2,NA,"reef-associated, piscivorous/omnivorous",0,2.5,1
Goosefish,Lophius americanus,2022,Gulf of Maine / Northern Georges Bank,Gulf of Maine / Northern Georges Bank,New England Fisheries Management Council,NEFMC,Northeast Multispecies FMP,Plan Ismooth,0,Northeast,0,1,0,0,0,1,New England,GOOSEFISH,10281.6667,2.3846154,28941603.3,"demersal/benthic, piscivorous/omnivorous",0,1.2,1
Goosefish,Lophius americanus,2022,Southern Georges Bank / Mid-Atlantic,Southern Georges Bank / Mid-Atlantic,New England Fisheries Management Council,NEFMC,Northeast Multispecies FMP,Ismooth,0,Northeast,0,1,0,0,0,1,New England,GOOSEFISH,10281.6667,2.3846154,28941603.3,"demersal/benthic, piscivorous/omnivorous",0,1.2,1
Gopher / Black-and-Yellow Rockfish,Sebastes carnatus and S. chrysomelas,2019,Northern California,Northern California,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,"DCAC, DB-SRA, SS","1, 4","Northwest, Southwest",0,1,0,0,0,0,Pacific Coast,"ROCKFISH, GOPHER",25.1667,46.2,505874.3,"demersal/benthic, piscivorous/omnivorous",0,0.39,1
Grass rockfish,Sebastes rastrelliger,2010,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DB-SRA,1,"Northwest, Southwest",0,0,0,0,0,0,Pacific Coast,"ROCKFISH, GRASS",13.0833333,7.45,368421.427,"demersal/benthic, piscivorous/omnivorous",0,0.56,1
Gray snapper,Lutjanus griseus,2022,Gulf of Mexico,Gulf of Mexico,Gulf of Mexico Fisheries Management Council,GMFMC,Gulf of Mexico Reef Fish FMP,SS,4,Southeast,0,0,1,0,0,NA,Gulf,"SNAPPER, GRAY",56.7916667,1709.2083,398850.4,"reef-associated, piscivorous/omnivorous",0,0.89,1
Gray snapper,Lutjanus griseus,1993,Southern Atlantic Coast,Southern Atlantic Coast,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,Unknown,0,Southeast,0,0,0,0,0,0,South Atlantic,"SNAPPER, GRAY",17.2916667,705.0833,141407.076,"reef-associated, piscivorous/omnivorous",0,0.89,1
Gray triggerfish,Balistes capriscus,2020,Gulf of Mexico,Gulf of Mexico,Gulf of Mexico Fisheries Management Council,GMFMC,Gulf of Mexico Reef Fish FMP,SS,4,Southeast,1,0,1,0,0,NA,Gulf,"TRIGGERFISH, GRAY",14.4444444,415.95833,67443.9316,"reef-associated, piscivorous/omnivorous",0,0.66,1
Gray triggerfish,Balistes capriscus,2016,Southern Atlantic Coast,Southern Atlantic Coast,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,BAM,4,Southeast,0,0,1,1,1,1,South Atlantic,"TRIGGERFISH, GRAY",74.8333333,285.75,569762.171,"reef-associated, piscivorous/omnivorous",0,0.66,1
Greater amberjack,Seriola dumerili,2021,Gulf of Mexico,Gulf of Mexico,Gulf of Mexico Fisheries Management Council,GMFMC,Gulf of Mexico Reef Fish FMP,SS,4,Southeast,1,0,1,0,0,NA,Gulf,"AMBERJACK, GREATER",183.4375,1211.79167,692831.654,"reef-associated, piscivorous/omnivorous",0,1.9,1
Greater amberjack,Seriola dumerili,2020,Southern Atlantic Coast,Southern Atlantic Coast,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,BAM,4,Southeast,0,0,1,0,0,NA,South Atlantic,"AMBERJACK, GREATER",171.75,585.45833,673992.438,"reef-associated, piscivorous/omnivorous",0,1.9,1
Green jobfish (Uku),Aprion virescens,2023,American Samoa,American Samoa,Western Pacific Fisheries Management Council,WPFMC,American Samoa Archipelago Ecosystem,SS,4,Pacific Islands,0,0,0,0,0,0,Hawaii,"JOBFISH, GREEN /UKU",36.1538462,57.95,487644.851,"reef-associated, piscivorous/omnivorous",0,1.12,1
Green jobfish (Uku),Aprion virescens,2020,Main Hawaiian Islands,Main Hawaiian Islands,Western Pacific Fisheries Management Council,WPFMC,Hawaii Archipelago Ecosystem,SS,4,Pacific Islands,0,0,0,0,0,0,Hawaii,"JOBFISH, GREEN /UKU",36.1538462,57.95,487644.851,"reef-associated, piscivorous/omnivorous",0,1.12,1
Greenblotched rockfish,Sebastes rosenblatti,2010,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DB-SRA,1,"Northwest, Southwest",0,0,0,0,0,0,Pacific Coast,"ROCKFISH, GREENBLOTCHED",0.41666667,2.789474,3532.4783,"demersal/benthic, piscivorous/omnivorous",0,0.48,1
Greenland halibut (or Greenland turbot),Reinhardtius hippoglossoides,2023,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,SS,4,Alaska,0,1,0,0,1,NA,Alaska,"HALIBUT, GREENLAND",2612.20833,NA,2561084.78,"benthopelagic, piscivorous/omnivorous",0,1.3,1
Greenspotted rockfish,Sebastes chlorostictus,2011,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,0,0,0,0,0,Pacific Coast,"ROCKFISH, GREENSPOTTED",2.91666667,16.95,14830.042,"demersal/benthic, piscivorous/omnivorous",0,0.5,1
Greenstriped rockfish,Sebastes elongatus,2009,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,0,0,0,0,0,Pacific Coast,"ROCKFISH, GREENSTRIPED",8.29166667,1.55,6889.09287,"demersal/benthic, piscivorous/omnivorous",0,0.5,1
Haddock,Melanogrammus aeglefinus,2022,Georges Bank,Georges Bank,New England Fisheries Management Council,NEFMC,Northeast Multispecies FMP,WHAM,5,Northeast,0,1,1,0,0,0,New England,HADDOCK,5867,700.2917,20554754.6,"demersal/benthic, piscivorous/omnivorous",0,1.12,1
Haddock,Melanogrammus aeglefinus,2024,Gulf of Maine,Gulf of Maine,New England Fisheries Management Council,NEFMC,Northeast Multispecies FMP,WHAM,5,Northeast,0,1,1,0,0,0,New England,HADDOCK,5867,700.2917,20554754.6,"demersal/benthic, piscivorous/omnivorous",0,1.12,1
Haddock,Melanogrammus aeglefinus,2023,Eastern Georges Bank,,New England Fisheries Management Council,NEFMC,Northeast Multispecies FMP,WHAM,5,Northeast,0,1,1,0,1,0,New England,HADDOCK,5867,700.2917,20554754.6,"demersal/benthic, piscivorous/omnivorous",0,1.12,1
Hogfish,Lachnolaimus maximus,2014,Carolinas,Carolinas,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,SS3,4,Southeast,0,1,0,0,0,NA,South Atlantic,HOGFISH,12.125,72.0833,124495.635,"reef-associated, piscivorous/omnivorous",0,0.91,1
Hogfish,Lachnolaimus maximus,2018,Eastern Gulf of Mexico,Eastern Gulf of Mexico,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,SS,4,Southeast,0,1,0,0,0,NA,South Atlantic,HOGFISH,12.125,72.0833,124495.635,"reef-associated, piscivorous/omnivorous",0,0.91,1
Hogfish,Lachnolaimus maximus,2014,Southeast Florida,Florida Keys / East Florida,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,SS3,4,Southeast,1,1,0,0,0,NA,South Atlantic,HOGFISH,12.125,72.0833,124495.635,"reef-associated, piscivorous/omnivorous",0,0.91,1
Honeycomb rockfish,Sebastes umbrosus,2010,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DCAC,1,"Northwest, Southwest",0,0,0,0,0,0,Pacific Coast,"ROCKFISH, HONEYCOMB",0,4.052632,333.417993,"demersal/benthic, piscivorous/omnivorous",0,0.298,1
Jack mackerel,Trachurus symmetricus,1983,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Coastal Pelagic Species FMP,unknown,0,Southwest,0,0,0,0,0,0,Pacific Coast,JACK MACKEREL,910.833333,NA,205184.363,"pelagic-oceanic, piscivorous/omnivorous",1,0.81,1
Kamchatka flounder,Reinhardtius evermanni,2023,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Custom SCAA,4,Alaska,0,1,1,0,0,1,Alaska,FLATFISHES,13909,NA,6288946,"demersal/benthic, piscivorous/omnivorous",0,1,1
Kelp greenling,Hexagrammos decagrammus,2015,Oregon,Oregon,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DB-SRA,1,"Northwest, Southwest",0,1,1,1,1,0,Pacific Coast,"GREENLING, KELP",23.125,15.5714286,327919.215,"demersal/benthic, piscivorous/omnivorous",0,0.61,1
Kelp rockfish,Sebastes atrovirens,2010,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DB-SRA,1,"Northwest, Southwest",0,0,0,0,0,0,Pacific Coast,"ROCKFISH, KELP",0.95833333,8.5789474,12199.1349,"demersal/benthic, piscivorous/omnivorous",0,0.42,1
King mackerel,Scomberomorus cavalla,2023,Gulf of Mexico,Gulf of Mexico,,GMFMC-SAFMC,Coastal Migratory Pelagic FMP,SS,4,Southeast,0,0,1,0,0,NA,South Atlantic,"MACKEREL, KING",1263.15789,2740.75,8212318.91,"pelagic-neritic, piscivorous/omnivorous",1,1.84,1
King mackerel,Scomberomorus cavalla,2020,Southern Atlantic Coast,Southern Atlantic Coast,,GMFMC-SAFMC,Coastal Migratory Pelagics FMP,SS,4,Southeast,0,0,1,0,0,NA,South Atlantic,"MACKEREL, KING",1263.15789,2740.75,8212318.91,"pelagic-neritic, piscivorous/omnivorous",1,1.84,1
Lane snapper,Lutjanus synagris,2023,Gulf of Mexico,Gulf of Mexico,Gulf of Mexico Fisheries Management Council,GMFMC,Gulf of Mexico Reef Fish FMP,DLMtool,1,Southeast,0,0,1,0,0,NA,Gulf,"SNAPPER, LANE",8.33333333,248.75,54506.8012,"reef-associated, piscivorous/omnivorous",0,0.6,1
Lane snapper,Lutjanus synagris,1992,Southern Atlantic Coast,Southern Atlantic Coast,South Atlantic Fisheries Management Council,SAFMC,South Atlantic Snapper Grouper FMP,unknown,0,Southeast,0,0,0,0,0,0,South Atlantic,"SNAPPER, LANE",1,89.375,9377.12696,"reef-associated, piscivorous/omnivorous",0,0.6,1
Leopard shark,Triakis semifasciata,2010,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DB-SRA,1,"Northwest, Southwest",0,0,0,0,0,0,Pacific Coast,"SHARK, LEOPARD",6.125,24.7894737,16663.6833,"demersal/benthic, piscivorous/omnivorous",0,1.98,1
Lingcod,Ophiodon elongatus,2021,Northern Pacific Coast,Northern Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,1,1,1,1,0,Pacific Coast,LINGCOD,402.625,553,1485028.6,"demersal/benthic, piscivorous/omnivorous",0,1.52,1
Lingcod,Ophiodon elongatus,2021,Southern Pacific Coast,Southern Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,1,0,1,0,0,Pacific Coast,LINGCOD,402.625,553,1485028.6,"demersal/benthic, piscivorous/omnivorous",0,1.52,1
Little skate,Leucoraja erinacea,2023,Georges Bank / Southern New England,Georges Bank / Southern New England,New England Fisheries Management Council,NEFMC,Skate Complex FMP,Index Method,2,Northeast,0,0,1,0,0,0,New England,"SKATE, LITTLE",3473,3.41176471,1170505.36,"demersal/benthic, piscivorous/omnivorous",0,0.62,1
Longbill spearfish,Tetrapturus pfluegeri,1997,Western Atlantic,Western Atlantic,Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna,"NOAA HMS, ICCAT",Atlantic/Gulf HMS FMP,na,0,na,0,NA,NA,NA,NA,NA,"NOAA HMS, ICCAT",BILLFISHES,NA,NA,NA,"pelagic-oceanic, piscivorous/omnivorous",0,2.54,1
Longfin inshore squid,Loligo pealeii,2023,Georges Bank / Cape Hatteras,Georges Bank / Cape Hatteras,Mid-Atlantic Fisheries Management Council,MAFMC,"Mackerel, Squid, Butterfish FMP",Index Method,2,Northeast,0,0,0,0,0,0,Middle Atlantic,"SQUID, LONGFIN LOLIGO",4303.75,NA,13047551.9,"benthopelagic, piscivorous/omnivorous",0,0.5,1
Longnose skate,Raja rhina,2023,Gulf of Alaska,Gulf of Alaska,North Pacific Fisheries Management Council,NPFMC,Gulf of Alaska Groundfish FMP,Survey Abundance,2,Alaska,0,1,1,0,1,NA,Alaska,"SKATES, RAJIDAE (FAMILY)",8715.33,NA,3761333,bathydemersal,0,1.8,1
Longnose skate,Raja rhina,2019,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,0,1,1,0,1,Pacific Coast,"SKATE, LONGNOSE",NA,0,0,bathydemersal,0,1.8,1
Longspine thornyhead,Sebastolobus altivelis,2019,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,SS,4,Northwest,0,0,0,1,0,0,Pacific Coast,"THORNYHEAD, LONGSPINE",679.25,0,953106.033,bathydemersal,0,0.39,1
Mexican rockfish,Sebastes macdonaldi,2010,Pacific Coast,Pacific Coast,Pacific Fisheries Management Council,PFMC,Pacific Coast Groundfish FMP,DCAC,1,"Northwest, Southwest",0,0,0,0,0,0,Pacific Coast,"ROCKFISH, MEXICAN",0.83333333,4.08333,6319.84308,"demersal/benthic, piscivorous/omnivorous",0,0.66,1
Multispecies Complex,Gulf Smoothhound Complex,2015,Gulf of Mexico,Gulf of Mexico,,"NOAA HMS, ICCAT",Atlantic/Gulf HMS FMP,State-Space Bayesian Surplus Production Model,5,Southeast,0,0,1,0,0,NA,"NOAA HMS, ICCAT",NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Bering Sea / Aleutian Islands Other Flatfish Complex,2020,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Index Method,2,Alaska,0,0,1,0,1,0,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Bering Sea / Aleutian Islands Other Rockfish Complex,2022,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Index Method,2,Alaska,0,0,1,1,1,NA,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
Multispecies Complex,Bering Sea / Aleutian Islands Other Skates Complex,2023,Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,North Pacific Fisheries Management Council,NPFMC,Bering Sea/Aleutian Islands Groundfish FMP,Index Method,2,Alaska,0,1,1,0,1,NA,Alaska,NA,NA,NA,NA,NA,NA,NA,NA
