"","Common.Name","Scientific.Name","Stock.Assessment.Area","Stock.Status.Area","Council","Council.Abbv","FMP","Assessment.Model","Assessment.Model.Type","Science.Center.Region","Rebuilding.Program.Status","SI.stock.boundaries","SI.data.prep","SI.model","SI.sci.advice","SI.other","Spatially.Explict.Implict","NOAA.Region.Name","NMFS.Name","Ave.Metric.Tons_Commercial","Ave.Metric.Tons_Recreational","Ave.Dollars.Adj_Commercial","Ecological","Schooling","Max.Length.m","Transboundary","Fisheries.Dep.Only","PerTon_Ave.Dollars.Adj_Commercial","Mgmt.Council"
"239","Red snapper","Lutjanus campechanus","Gulf of Mexico","Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Gulf of Mexico Reef Fish FMP","SS",4,"Southeast",1,1,1,1,0,0,"1","Gulf","SNAPPER, RED",1182.20833,4477.042,12321634.3,"reef-associated, piscivorous/omnivorous",0,1,1,0,10422.5575030418,"Gulf of Mexico"
"240","Red snapper","Lutjanus campechanus","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","BAM",4,"Southeast",1,0,1,0,0,1,"0","South Atlantic","SNAPPER, RED",48.4782609,636,584482.757,"reef-associated, piscivorous/omnivorous",0,1,1,0,12056.5949798748,"South Atlantic"
"241","Redbanded rockfish","Sebastes babcocki","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, REDBANDED",28.5416667,0,51535.0033,"demersal/benthic, piscivorous/omnivorous",0,0.64,1,1,1805.60595292776,"Pacific"
"242","Redstripe rockfish","Sebastes proriger","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, REDSTRIPE",14.75,0,5254.05616,"bathydemersal",0,0.61,1,1,356.207197288136,"Pacific"
"243","Rex sole","Glyptocephalus zachirus","Eastern Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","SS",4,"Alaska",0,0,1,0,1,NA,"0","Alaska","SOLE, REX",3128.25,NA,2535790.87,"demersal/benthic, piscivorous/omnivorous",0,0.6,1,0,810.610043954288,"North Pacific"
"244","Rex sole","Glyptocephalus zachirus","Western / Central Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","SS",4,"Alaska",0,0,1,0,1,NA,"0","Alaska","SOLE, REX",3128.25,NA,2535790.87,"demersal/benthic, piscivorous/omnivorous",0,0.6,1,0,810.610043954288,"North Pacific"
"245","Rex sole","Glyptocephalus zachirus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,0,1,0,0,"1","Pacific Coast","SOLE, REX",481.083333,0,548091.261,"demersal/benthic, piscivorous/omnivorous",0,0.6,1,0,1139.28549048279,"Pacific"
"246","Rock sole","Lepidopsetta bilineata","Central Gulf of Alaska","Central Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC",NA,"SS",4,"Alaska",0,1,0,0,0,0,"0","Alaska","SOLE, ROCK",37736.25,NA,21066870,"demersal/benthic, piscivorous/omnivorous",0,0.6,1,0,558.266123422439,"North Pacific"
"247","Rock sole","Lepidopsetta bilineata","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","SOLE, ROCK",10.8333,1.05,16429.13,"demersal/benthic, piscivorous/omnivorous",0,0.58,1,1,1516.53974319921,"Pacific"
"248","Rock sole","Lepidopsetta bilineata","Western Gulf of Alaska","Western Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Custom SCAA",4,"Alaska",0,1,0,0,0,0,"0","Alaska","SOLE, ROCK",37736.25,NA,21066870,"demersal/benthic, piscivorous/omnivorous",0,0.58,1,0,558.266123422439,"North Pacific"
"249","Rosethorn rockfish","Sebastes helvomaculatus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, ROSETHORN",4.45,0,4595.00323,"demersal/benthic, piscivorous/omnivorous",0,0.41,1,1,1032.58499550562,"Pacific"
"250","Rosette skate","Leucoraja garmani","Southern New England / Mid-Atlantic","Southern New England / Mid-Atlantic","New England Fisheries Management Council","NEFMC","Northeast Multispecies FMP","Index Method",2,"Northeast",0,0,1,0,0,0,"0","New England","SKATE, ROSETTE",NA,NA,NA,"demersal/benthic, piscivorous/omnivorous",0,0.57,0,0,NA,"New England"
"251","Rosy rockfish","Sebastes rosaceus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, ROSY",0.39130435,5.25,2612.1333,"demersal/benthic, piscivorous/omnivorous",0,0.36,1,1,6675.45172958082,"Pacific"
"252","Rusty jobfish","Aphareus rutilans","American Samoa","American Samoa","Western Pacific Fisheries Management Council","WPFMC","American Samoa Archipelago Ecosystem","SS",4,"Pacific Islands",0,0,0,0,0,0,"0","Hawaii","SNAPPER, IRONJAW",3.84615385,NA,54557.8728,"reef-associated, piscivorous/omnivorous",0,1.1,1,NA,14185.046913815,"Western Pacific"
"253","Sablefish","Anoplopoma fimbria","Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Custom SCAA",4,"Alaska",0,0,0,0,0,1,"0","Alaska","SABLEFISH",14956.625,NA,130330244,"bathydemersal",0,1.2,1,0,8713.88057131873,"North Pacific"
"254","Sablefish","Anoplopoma fimbria","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,0,1,0,1,"1","Pacific Coast","SABLEFISH",5548.54167,3.45,32580434.2,"bathydemersal",0,1.2,1,0,5871.89141538879,"Pacific"
"255","Sailfish","Istiophorus platypterus","Western Atlantic","Western Atlantic","Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna","NOAA HMS-ICCAT","Atlantic/Gulf HMS FMP","BSP",2,"ICCAT",1,0,0,0,0,NA,"0","NOAA HMS, ICCAT","SAILFISH",NA,64.41667,NA,"pelagic-oceanic, piscivorous/omnivorous",0,3.48,1,1,NA,"International, Atlantic"
"256","Sand sole","Psettichthys melanostictus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","SOLE, SAND",56.5833333,0.55,157074.882,"demersal/benthic, piscivorous/omnivorous",0,0.63,1,1,2775.99202519941,"Pacific"
"257","Sandbar shark","Carcharhinus plumbeus","Atlantic","Atlantic and Gulf of Mexico","Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna","NOAA HMS-ICCAT","Atlantic/Gulf HMS FMP","SS, Length-based Age Structured Model",4,"Southeast",1,0,1,0,0,NA,"0","NOAA HMS, ICCAT","SHARK, SANDBAR",460.2603,93.0935,522934.27,"benthopelagic, piscivorous/omnivorous",0,3,1,0,1136.17070601136,"International, Atlantic"
"258","Scalloped hammerhead","Sphyrna lewini","Atlantic","Atlantic and Gulf of Mexico","Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna","NOAA HMS-ICCAT","Atlantic/Gulf HMS FMP","Surplus Production Model",2,NA,1,0,0,0,0,NA,"0","NOAA HMS, ICCAT","SHARK, HAMMERHEAD, SCALLOPED",12.938462,104.619044,17236.753,"pelagic-oceanic, piscivorous/omnivorous",0,4.3,1,NA,1332.21035081295,"International, Atlantic"
"259","Scamp","Mycteroperca phenax","Gulf of Mexico","Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Gulf of Mexico Reef Fish FMP","SS",4,"Southeast",0,0,1,0,0,1,"0","Gulf","SCAMP",56.2083333,98.70833,584315.298,"reef-associated, piscivorous/omnivorous",0,1.07,1,0,10395.5279172101,"Gulf of Mexico"
"260","Scamp","Mycteroperca phenax","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","BAM",4,"Southeast",0,1,1,0,0,1,"0","South Atlantic","SCAMP",86.1666667,56.29167,1020967.26,"reef-associated, piscivorous/omnivorous",0,1.07,1,0,11848.7496279115,"South Atlantic"
"261","Scup","Stenotomus chrysops","Atlantic Coast","Atlantic Coast","Mid-Atlantic Fisheries Management Council","MAFMC","Mid-Atlantic Summer Flounder, Scup, Black Sea Bass FMP","ASAP",4,"Northeast",0,0,1,0,0,1,"0","Middle Atlantic","SCUP",2592.35,2288.5,5407359.95,"demersal/benthic, piscivorous/omnivorous",0,0.155,1,0,2085.89116053002,"Mid-Atlantic"
"262","Sea scallop","Placopecten magellanicus","Northwestern Atlantic Coast","Northwestern Atlantic Coast","New England Fisheries Management Council","NEFMC","Atlantic Sea Scallop FMP","CASA",4,"Northeast",0,0,1,0,1,0,"0","New England","SCALLOP, SEA",14396.6667,NA,374270945,"demersal/benthic, planktivorous",0,0.2,1,0,25997.0556239939,"New England"
"263","Sharpchin rockfish","Sebastes zacentrus","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Index Method",2,"Alaska",0,0,1,1,1,NA,"1","Alaska","ROCKFISHES",12938.375,NA,9704091,"bathydemersal",0,0.39,1,0,750.023940409827,"North Pacific"
"264","Sharpchin rockfish","Sebastes zacentrus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","Extended Simple Stock Synthesis",4,"Northwest",0,0,1,1,1,NA,"1","Pacific Coast","ROCKFISH, SHARPCHIN",11.75,NA,7369.51048,"bathydemersal",0,0.39,1,0,627.192381276596,"Pacific"
"265","Shortbelly rockfish","Sebastes jordani","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, SHORTBELLY",113.421053,NA,3706.35089,"demersal/benthic, piscivorous/omnivorous",0,0.32,1,0,32.6778035643876,"Pacific"
"266","Shortfin mako","Isurus oxyrinchus","Atlantic","Atlantic","Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna","NOAA HMS-ICCAT","Atlantic/Gulf HMS FMP","JABBA, SS3",5,"Southeast",1,1,1,0,0,0,"0","NOAA HMS, ICCAT","SHARK, MAKO, SHORTFIN",86.986892,949.1447,297419.18,"pelagic-oceanic, piscivorous/omnivorous",0,4.45,1,0,3419.12641274734,"International, Atlantic"
"267","Shortfin mako","Isurus oxyrinchus","North Pacific","North Pacific","Western Pacific Management Council; Pacific RFMO","WPFMC-P-RFMO","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Production Model, SS3",5,"Pacific Islands",0,1,1,0,0,1,"0","Hawaii","SHARK, MAKO, SHORTFIN",47.25,NA,118939.154,"pelagic-oceanic, piscivorous/omnivorous",0,4.45,1,0,2517.23077248677,"International, Pacific"
"268","Shortraker rockfish","Sebastes borealis","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Index Method",2,"Alaska",0,0,1,0,1,0,"0","Alaska","ROCKFISHES",12938.375,NA,9704091,"bathydemersal",0,1.08,1,0,750.023940409827,"North Pacific"
"269","Shortraker rockfish","Sebastes borealis","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Index Method",2,"Alaska",0,0,1,0,1,0,"0","Alaska","ROCKFISHES",12938.375,NA,9704091,"bathydemersal",0,1.08,1,0,750.023940409827,"North Pacific"
"270","Shortraker rockfish","Sebastes borealis","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, SHORTRAKER",15.55,NA,22513.3849,"bathydemersal",0,1.08,1,1,1447.80610289389,"Pacific"
"271","Shortspine thornyhead","Sebastolobus alascanus","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Index Method",2,"Alaska",0,0,1,1,1,NA,"1","Alaska","ROCKFISHES",12938.375,NA,9704091,"demersal/benthic, piscivorous/omnivorous",0,0.8,1,0,750.023940409827,"North Pacific"
"272","Shortspine thornyhead","Sebastolobus alascanus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,1,1,0,NA,"1","Pacific Coast","THORNYHEAD, SHORTSPINE",834,NA,3375345.14,"demersal/benthic, piscivorous/omnivorous",0,0.8,1,0,4047.17642685851,"Pacific"
"273","Silky shark","Carcharhinus falciformis","Tropical Pacific","Western and Central Pacific","Western Pacific Fisheries Management Council","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","SS",4,"Pacific Islands",0,0,1,0,0,0,"0","Hawaii","SHARK, CHONDRICHTHYES (CLASS)",0,NA,107.4979,"reef-associated, piscivorous/omnivorous",0,1,1,1,0,"Western Pacific"
"274","Silver hake","Merluccius bilinearis","Gulf of Maine / Northern Georges Bank","Gulf of Maine / Northern Georges Bank","New England Fisheries Management Council","NEFMC","Small-Mesh Multispecies FMP","Empirical Approach",2,"Northeast",0,1,0,0,0,1,"0","New England","HAKE, SILVER",5451.29167,26.26316,9940180.2,"demersal/benthic, piscivorous/omnivorous",0,0.76,1,0,1823.45410991373,"New England"
"275","Silver hake","Merluccius bilinearis","Southern Georges Bank / Mid-Atlantic","Southern Georges Bank / Mid-Atlantic","New England Fisheries Management Council","NEFMC","Northeast Multispecies FMP","Empirical Approach",2,"Northeast",0,1,1,0,0,1,"0","New England","HAKE, SILVER",5451.29167,26.26316,9940180.2,"demersal/benthic, piscivorous/omnivorous",0,0.76,1,0,1823.45410991373,"New England"
"276","Silvergray rockfish","Sebastes brevispinis","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, SILVERGRAY",17.85,0.1578947,15944.8906,"demersal/benthic, piscivorous/omnivorous",0,0.71,1,1,893.271182072829,"Pacific"
"277","Skipjack tuna","Katsuwonus pelamis","Central Western Pacific","Central Western Pacific","Western Pacific Management Council; Pacific RFMO","WPFMC-P-RFMO","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Multifan-CL",4,"Pacific Islands",0,1,1,1,0,1,"2","Hawaii","TUNA, SKIPJACK",219.384615,NA,983347.771,"pelagic-oceanic, piscivorous/omnivorous",1,1.11,1,1,4482.30050680628,"International, Pacific"
"278","Skipjack tuna","Katsuwonus pelamis","Eastern Pacific","Eastern Pacific","Western Pacific Management Council; Pacific RFMO","WPFMC-P-RFMO","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","SS",4,"Pacific Islands",0,0,1,1,0,0,"1","Hawaii","TUNA, SKIPJACK",219.384615,NA,983347.771,"pelagic-oceanic, piscivorous/omnivorous",1,1.11,1,1,4482.30050680628,"International, Pacific"
"279","Skipjack tuna","Katsuwonus pelamis","Western Atlantic","Western Atlantic","Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna","NOAA HMS-ICCAT","Atlantic/Gulf HMS FMP","SS",4,"ICCAT",0,1,1,1,1,NA,"1","NOAA HMS, ICCAT","TUNA, SKIPJACK",3.5355332,111.20098,8699.138,"pelagic-oceanic, piscivorous/omnivorous",1,1.11,1,1,2460.48827939163,"International, Atlantic"
"280","Smooth dogfish","Mustelus canis","Atlantic","Atlantic","Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna","NOAA HMS-ICCAT","Atlantic/Gulf HMS FMP","SS",4,"Southeast",0,0,1,0,0,NA,"0","NOAA HMS, ICCAT","SHARK, DOGFISH, SMOOTH",672.46,113.4997,927258.08,"demersal/benthic, piscivorous/omnivorous",0,1.5,1,0,1378.90444041281,"International, Atlantic"
"281","Smooth skate","Malacoraja senta","Gulf of Maine","Gulf of Maine","New England Fisheries Management Council","NEFMC","Skate Complex FMP","Index Method",2,"Northeast",0,0,1,0,0,0,"0","New England","SKATE, SMOOTH",74.2,NA,51073.0523,"bathydemersal",0,0.71,1,0,688.316068733154,"New England"
"282","Snow crab","Chionoecetes opilio","Bering Sea","Bering Sea","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands King and Tanner Crabs FMP","GMACS",4,"Alaska",1,0,0,0,0,1,"0","Alaska","CRAB, SNOW",18120.2609,NA,116993346,"demersal/benthic, piscivorous/omnivorous",0,0.137,1,0,6456.49346031215,"North Pacific"
"283","Snowy grouper","Epinephelus niveatus","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","BAM",4,"Southeast",1,0,0,0,0,0,"0","South Atlantic","GROUPER, SNOWY",61.0416667,22.20833,614576.811,"demersal/benthic, piscivorous/omnivorous",0,1.22,1,0,10068.1525296556,"South Atlantic"
"284","Southern Tanner crab","Chionoecetes bairdi","Bering Sea","Bering Sea","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands King and Tanner Crabs FMP","GMACS",4,"Alaska",0,1,1,0,1,1,"0","Alaska","CRAB, SOUTHERN TANNER",2097.45833,NA,15498584.6,"demersal/benthic, piscivorous/omnivorous",0,0.15,1,0,7389.221696719,"North Pacific"
"285","Spanish mackerel","Scomberomorus maculatus","Gulf of Mexico","Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Gulf of Mexico Reef Fish FMP","SS",4,"Southeast",0,0,0,0,0,1,"0","Gulf","MACKEREL, SPANISH",257.395833,3168.95833,577259.057,"pelagic-neritic, piscivorous/omnivorous",1,0.91,1,0,2242.68998558341,"Gulf of Mexico"
"286","Spanish mackerel","Scomberomorus maculatus","Gulf of Mexico","Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Coastal Migratory Pelagics FMP","SS",4,"Southeast",0,0,1,0,0,0,"0","Gulf","MACKEREL, SPANISH",257.395833,3168.95833,577259.057,"pelagic-neritic, piscivorous/omnivorous",1,0.91,1,0,2242.68998558341,"Gulf of Mexico"
"287","Spanish mackerel","Scomberomorus maculatus","Southern Atlantic Coast","South Atlantic Coast","South Atlantic Fishery Management Council ","SAFMC","Coastal Migratory Pelagics FMP","BAM",4,"Southeast",0,0,0,0,0,0,"0","South Atlantic","MACKEREL, SPANISH",1502.625,1816.5833,4279366.94,"pelagic-neritic, piscivorous/omnivorous",1,0.91,1,0,2847.92742034773,"South Atlantic"
"288","Spanner crab","Ranina ranina","Main Hawaiian Islands","Main Hawaiian Islands","Western Pacific Fisheries Management Council","WPFMC","Hawaii Archipelago Ecosystem","BSP",2,"Pacific Islands",0,0,0,0,0,1,"0","Hawaii","CRAB, DECAPODA (ORDER)",4.076923,NA,53179.47,"demersal/benthic, piscivorous/omnivorous",0,0.15,1,1,13044.0211895098,"Western Pacific"
"289","Speckled hind","Epinephelus drummondhayi","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","Catch Curve",1,"Southeast",0,0,0,0,0,0,"0","South Atlantic","HIND, SPECKLED",0,0.125,441.261816,"demersal/benthic, piscivorous/omnivorous",0,1.1,1,NA,0,"South Atlantic"
"290","Speckled rockfish","Sebastes ovalis","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, SPECKLED",0.40909091,8.473684,3141.31326,"demersal/benthic, piscivorous/omnivorous",0,0.56,1,1,7678.76572960274,"Pacific"
"291","Spiny dogfish","Squalus acanthias","Atlantic Coast","Atlantic Coast","New England Fisheries Management Council; Mid-Atlantic Fisheries Management Council","NEFMC-MAFMC","Spiny Dogfish FMP","SS",4,"Northeast",0,0,1,0,0,0,"0","New England","SHARK, DOGFISH, SPINY",3150.29167,44.95833,2034590.86,"bathydemersal",0,1.6,1,0,645.84205944334,"Joint Council Mgmt, Atlantic"
"292","Spiny dogfish","Squalus acanthias","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,1,1,0,1,"1","Pacific Coast","SHARK, DOGFISH, SPINY",471.708333,2.8,218427.049,"bathydemersal",0,1.6,1,0,463.055311342147,"Pacific"
"293","Splitnose rockfish","Sebastes diploproa","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, SPLITNOSE",92.25,NA,56662.4697,"bathydemersal",0,0.46,1,0,614.227313821138,"Pacific"
"294","Spotcheek emperor","Lethrinus rubrioperculatus","American Samoa","American Samoa","Western Pacific Fisheries Management Council","WPFMC","American Samoa Archipelago Ecosystem","SS",4,"Pacific Islands",0,0,0,0,0,0,"0","Hawaii","NA",NA,NA,NA,"reef-associated, piscivorous/omnivorous",0,0.57,1,NA,NA,"Western Pacific"
"295","Squarespot rockfish","Sebastes hopkinsi","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,0,1,0,0,"1","Pacific Coast","ROCKFISH, SQUARESPOT",0.06666667,9.631579,943.086832,"reef-associated, piscivorous/omnivorous",0,0.29,1,0,14146.3017726849,"Pacific"
"296","Starry flounder","Platichthys stellatus","Northern Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","FLOUNDER, STARRY",43.5833333,0.95,68105.4526,"demersal/benthic, piscivorous/omnivorous",0,0.91,1,0,1562.64900922574,"Pacific"
"297","Starry flounder","Platichthys stellatus","Southern Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","FLOUNDER, STARRY",43.5833333,0.95,68105.4526,"demersal/benthic, piscivorous/omnivorous",0,0.91,1,0,1562.64900922574,"Pacific"
"298","Starry rockfish","Sebastes constellatus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, STARRY",1.04166667,26.78947,8226.20444,"reef-associated, piscivorous/omnivorous",0,0.46,1,1,7897.1562371291,"Pacific"
"299","Striped marlin","Kajikia audax","Central Western Pacific","Central Western Pacific","Western Pacific Management Council; Pacific RFMO","WPFMC-P-RFMO","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","SS",4,"Pacific Islands",0,1,1,1,0,1,"1","Hawaii","MARLIN, STRIPED",431,18.8,1843677.14,"pelagic-oceanic, piscivorous/omnivorous",0,4.2,1,1,4277.67317865429,"International, Pacific"
"300","Striped marlin","Kajikia audax","Eastern Pacific","Eastern Pacific","Pacific Fisheries Management Council; Pacific RFMO","PFMC-P-RFMO","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","SS",4,"Pacific Islands",0,0,1,0,0,1,"0","Hawaii","MARLIN, STRIPED",431,18.8,1843677.14,"pelagic-oceanic, piscivorous/omnivorous",0,4.2,1,1,4277.67317865429,"International, Pacific"
"301","Stripetail rockfish","Sebastes saxicola","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","Extended Simple Stock Synthesis",4,"Northwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, STRIPETAIL",2.35294118,0,1301.7537,"demersal/benthic, piscivorous/omnivorous",0,0.38,1,0,553.245321670132,"Pacific"
"302","Summer flounder","Paralichthys dentatus","Mid-Atlantic Coast","Mid-Atlantic Coast","Mid-Atlantic Fisheries Management Council","MAFMC","Summer Flounder, Scup, Black Sea Bass FMP","ASAP",4,"Northeast",0,0,1,0,0,1,"0","Middle Atlantic","FLOUNDER, SUMMER",2630.29167,5405.4167,17054525.3,"demersal/benthic, piscivorous/omnivorous",0,0.94,0,0,6483.89130928586,"Mid-Atlantic"
"303","Swordfish","Xiphias gladius","Eastern Pacific","Eastern Pacific","Western Pacific Management Council; Pacific Fisheries Management Council; Pacific RFMO","WPFMC-PFMC-P-RFMO","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Bayesian State-Space production model",5,"Pacific Islands",0,1,1,1,0,1,"1","Hawaii","SWORDFISH",863.076923,NA,6800254.49,"pelagic-oceanic, piscivorous/omnivorous",0,4.55,1,1,7879.08274312648,"International, Pacific"
"304","Swordfish","Xiphias gladius","North Atlantic","North Atlantic","Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna","NOAA HMS-ICCAT","Atlantic/Gulf HMS FMP","SS, JABBA, ASPIC",4,"ICCAT",0,1,1,1,1,NA,"1","NOAA HMS, ICCAT","SWORDFISH",1402.3927,403.46936,12893276.2,"pelagic-oceanic, piscivorous/omnivorous",0,4.55,1,1,9193.77019004734,"International, Atlantic"
"305","Swordfish","Xiphias gladius","Western and Central North Pacific","Western and Central North Pacific","Western Pacific Management Council; Pacific Fisheries Management Council; Pacific RFMO","WPFMC-PFMC-P-RFMO","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","SS",4,"Pacific Islands",0,1,1,1,0,1,"1","Hawaii","SWORDFISH",863.076923,NA,6800254.49,"pelagic-oceanic, piscivorous/omnivorous",0,4.55,1,1,7879.08274312648,"International, Pacific"
"306","Swordspine rockfish","Sebastes ensifer","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, SWORDSPINE",NA,0.7692308,NA,"demersal/benthic, piscivorous/omnivorous",0,0.3,1,1,NA,"Pacific"
"307","Thorny skate","Amblyraja radiata","Gulf of Maine","Gulf of Maine","New England Fisheries Management Council","NEFMC","Skate Complex FMP","Index Method",2,"Northeast",1,0,1,0,0,0,"0","New England","SKATE, THORNY",0,2,7810,"demersal/benthic, piscivorous/omnivorous",0,1.05,1,0,0,"New England"
