Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2008,WASHINGTON,"ROCKFISH, SPLITNOSE","3,599",2,"1,777",Public,Commercial,Sebastes diploproa,166716,PACFIN
2007,WASHINGTON,"ROCKFISH, SPLITNOSE","2,759",1,"1,278",Public,Commercial,Sebastes diploproa,166716,PACFIN
2006,WASHINGTON,"ROCKFISH, SPLITNOSE",887,0,441,Public,Commercial,Sebastes diploproa,166716,PACFIN
2005,WASHINGTON,"ROCKFISH, SPLITNOSE",278,0,135,Public,Commercial,Sebastes diploproa,166716,PACFIN
2004,WASHINGTON,"ROCKFISH, SPLITNOSE","2,361",1,"1,095",Public,Commercial,Sebastes diploproa,166716,PACFIN
2023,WASHINGTON,"ROCKFISH, STRIPETAIL",,,,Confidential,Commercial,Sebastes saxicola,166741,PACFIN
2022,WASHINGTON,"ROCKFISH, STRIPETAIL",,,,Confidential,Commercial,Sebastes saxicola,166741,PACFIN
2014,WASHINGTON,"ROCKFISH, STRIPETAIL",104,0,44,Public,Commercial,Sebastes saxicola,166741,PACFIN
2023,WASHINGTON,"ROCKFISH, TIGER",59,0,26,Public,Commercial,Sebastes nigrocinctus,166732,PACFIN
2022,WASHINGTON,"ROCKFISH, TIGER",84,0,41,Public,Commercial,Sebastes nigrocinctus,166732,PACFIN
2021,WASHINGTON,"ROCKFISH, TIGER",199,0,106,Public,Commercial,Sebastes nigrocinctus,166732,PACFIN
2019,WASHINGTON,"ROCKFISH, TIGER",111,0,80,Public,Commercial,Sebastes nigrocinctus,166732,PACFIN
2018,WASHINGTON,"ROCKFISH, TIGER",98,0,69,Public,Commercial,Sebastes nigrocinctus,166732,PACFIN
2009,WASHINGTON,"ROCKFISH, TIGER",155,0,73,Public,Commercial,Sebastes nigrocinctus,166732,PACFIN
2008,WASHINGTON,"ROCKFISH, TIGER",176,0,108,Public,Commercial,Sebastes nigrocinctus,166732,PACFIN
2007,WASHINGTON,"ROCKFISH, TIGER",218,0,113,Public,Commercial,Sebastes nigrocinctus,166732,PACFIN
2006,WASHINGTON,"ROCKFISH, TIGER",,,,Confidential,Commercial,Sebastes nigrocinctus,166732,PACFIN
2004,WASHINGTON,"ROCKFISH, TIGER",16,0,7,Public,Commercial,Sebastes nigrocinctus,166732,PACFIN
2023,WASHINGTON,"ROCKFISH, WIDOW","3,000,309","1,361","670,698",Public,Commercial,Sebastes entomelas,166719,PACFIN
2022,WASHINGTON,"ROCKFISH, WIDOW",,,,Confidential,Commercial,Sebastes entomelas,166719,PACFIN
2022,WASHINGTON,"ROCKFISH, WIDOW","3,715,986","1,686","881,445",Public,Commercial,Sebastes entomelas,166719,PACFIN
2021,WASHINGTON,"ROCKFISH, WIDOW","3,658,009","1,659","768,207",Public,Commercial,Sebastes entomelas,166719,PACFIN
2020,WASHINGTON,"ROCKFISH, WIDOW","3,969,013","1,800","565,625",Public,Commercial,Sebastes entomelas,166719,PACFIN
2019,WASHINGTON,"ROCKFISH, WIDOW","3,885,929","1,763","886,843",Public,Commercial,Sebastes entomelas,166719,PACFIN
2018,WASHINGTON,"ROCKFISH, WIDOW",,,,Confidential,Commercial,Sebastes entomelas,166719,PACFIN
2018,WASHINGTON,"ROCKFISH, WIDOW","3,789,365","1,719","735,145",Public,Commercial,Sebastes entomelas,166719,PACFIN
2017,WASHINGTON,"ROCKFISH, WIDOW","470,975",214,"81,121",Public,Commercial,Sebastes entomelas,166719,PACFIN
2016,WASHINGTON,"ROCKFISH, WIDOW",,,,Confidential,Commercial,Sebastes entomelas,166719,PACFIN
2016,WASHINGTON,"ROCKFISH, WIDOW","158,160",72,"41,073",Public,Commercial,Sebastes entomelas,166719,PACFIN
2015,WASHINGTON,"ROCKFISH, WIDOW","381,043",173,"157,569",Public,Commercial,Sebastes entomelas,166719,PACFIN
2014,WASHINGTON,"ROCKFISH, WIDOW",,,,Confidential,Commercial,Sebastes entomelas,166719,PACFIN
2014,WASHINGTON,"ROCKFISH, WIDOW","232,188",105,"107,438",Public,Commercial,Sebastes entomelas,166719,PACFIN
2013,WASHINGTON,"ROCKFISH, WIDOW","150,354",68,"62,900",Public,Commercial,Sebastes entomelas,166719,PACFIN
2013,WASHINGTON,"ROCKFISH, WIDOW",,,,Confidential,Commercial,Sebastes entomelas,166719,PACFIN
2012,WASHINGTON,"ROCKFISH, WIDOW","160,651",73,"77,227",Public,Commercial,Sebastes entomelas,166719,PACFIN
2011,WASHINGTON,"ROCKFISH, WIDOW",,,,Confidential,Commercial,Sebastes entomelas,166719,PACFIN
2011,WASHINGTON,"ROCKFISH, WIDOW","128,366",58,"62,952",Public,Commercial,Sebastes entomelas,166719,PACFIN
2010,WASHINGTON,"ROCKFISH, WIDOW","141,080",64,"66,287",Public,Commercial,Sebastes entomelas,166719,PACFIN
2010,WASHINGTON,"ROCKFISH, WIDOW",,,,Confidential,Commercial,Sebastes entomelas,166719,PACFIN
2009,WASHINGTON,"ROCKFISH, WIDOW","207,412",94,"81,670",Public,Commercial,Sebastes entomelas,166719,PACFIN
2008,WASHINGTON,"ROCKFISH, WIDOW","111,598",51,"42,738",Public,Commercial,Sebastes entomelas,166719,PACFIN
2007,WASHINGTON,"ROCKFISH, WIDOW","79,621",36,"24,437",Public,Commercial,Sebastes entomelas,166719,PACFIN
2006,WASHINGTON,"ROCKFISH, WIDOW",,,,Confidential,Commercial,Sebastes entomelas,166719,PACFIN
2006,WASHINGTON,"ROCKFISH, WIDOW","98,745",45,"36,059",Public,Commercial,Sebastes entomelas,166719,PACFIN
2005,WASHINGTON,"ROCKFISH, WIDOW","91,405",41,"39,994",Public,Commercial,Sebastes entomelas,166719,PACFIN
2005,WASHINGTON,"ROCKFISH, WIDOW",,,,Confidential,Commercial,Sebastes entomelas,166719,PACFIN
2004,WASHINGTON,"ROCKFISH, WIDOW","65,841",30,"29,291",Public,Commercial,Sebastes entomelas,166719,PACFIN
2004,WASHINGTON,"ROCKFISH, WIDOW",,,,Confidential,Commercial,Sebastes entomelas,166719,PACFIN
2003,WASHINGTON,"ROCKFISH, WIDOW","30,931",14,"13,674",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
2002,WASHINGTON,"ROCKFISH, WIDOW","140,068",64,"64,234",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
2001,WASHINGTON,"ROCKFISH, WIDOW","651,328",295,"277,942",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
2000,WASHINGTON,"ROCKFISH, WIDOW","820,032",372,"359,816",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
1999,WASHINGTON,"ROCKFISH, WIDOW","1,119,195",508,"423,291",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
1998,WASHINGTON,"ROCKFISH, WIDOW","1,151,473",522,"393,716",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
1997,WASHINGTON,"ROCKFISH, WIDOW","2,204,087","1,000","696,885",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
1996,WASHINGTON,"ROCKFISH, WIDOW","2,091,997",949,"630,747",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
1995,WASHINGTON,"ROCKFISH, WIDOW","2,362,592","1,072","782,115",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
1994,WASHINGTON,"ROCKFISH, WIDOW","1,891,776",858,"576,321",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
1993,WASHINGTON,"ROCKFISH, WIDOW","2,680,417","1,216","736,467",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
1992,WASHINGTON,"ROCKFISH, WIDOW","1,937,979",879,"548,549",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
1991,WASHINGTON,"ROCKFISH, WIDOW","2,687,893","1,219","728,755",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
1990,WASHINGTON,"ROCKFISH, WIDOW","5,209,062","2,363","1,335,952",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
1989,WASHINGTON,"ROCKFISH, WIDOW","7,387,751","3,351","1,867,966",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
1988,WASHINGTON,"ROCKFISH, WIDOW","6,767,382","3,070","1,919,299",Public,Commercial,Sebastes entomelas,166719,PACFINHIST
2023,WASHINGTON,"ROCKFISH, YELLOWEYE","20,399",9,"6,401",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2022,WASHINGTON,"ROCKFISH, YELLOWEYE","4,245",2,"2,821",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2022,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2021,WASHINGTON,"ROCKFISH, YELLOWEYE","3,429",2,"1,895",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2021,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2020,WASHINGTON,"ROCKFISH, YELLOWEYE","2,871",1,"1,783",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2019,WASHINGTON,"ROCKFISH, YELLOWEYE","3,845",2,"2,825",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2019,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2018,WASHINGTON,"ROCKFISH, YELLOWEYE","2,124",1,"1,415",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2017,WASHINGTON,"ROCKFISH, YELLOWEYE","1,905",1,"1,430",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2017,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2016,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2016,WASHINGTON,"ROCKFISH, YELLOWEYE",485,0,373,Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2015,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2015,WASHINGTON,"ROCKFISH, YELLOWEYE","1,708",1,884,Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2014,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2014,WASHINGTON,"ROCKFISH, YELLOWEYE","1,690",1,"1,444",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2013,WASHINGTON,"ROCKFISH, YELLOWEYE","1,108",1,723,Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2013,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2012,WASHINGTON,"ROCKFISH, YELLOWEYE",463,0,376,Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2011,WASHINGTON,"ROCKFISH, YELLOWEYE",541,0,436,Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2010,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2010,WASHINGTON,"ROCKFISH, YELLOWEYE",527,0,232,Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2009,WASHINGTON,"ROCKFISH, YELLOWEYE","1,399",1,938,Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2008,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2008,WASHINGTON,"ROCKFISH, YELLOWEYE","1,139",1,"1,632",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2007,WASHINGTON,"ROCKFISH, YELLOWEYE","3,710",2,"6,097",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2007,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2006,WASHINGTON,"ROCKFISH, YELLOWEYE","1,806",1,"1,630",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2006,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2005,WASHINGTON,"ROCKFISH, YELLOWEYE","2,159",1,"2,124",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2004,WASHINGTON,"ROCKFISH, YELLOWEYE",,,,Confidential,Commercial,Sebastes ruberrimus,166740,PACFIN
2004,WASHINGTON,"ROCKFISH, YELLOWEYE","2,264",1,"2,068",Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2003,WASHINGTON,"ROCKFISH, YELLOWEYE","6,290",3,"5,829",Public,Commercial,Sebastes ruberrimus,166740,PACFINHIST
2002,WASHINGTON,"ROCKFISH, YELLOWEYE","10,096",5,"9,305",Public,Commercial,Sebastes ruberrimus,166740,PACFINHIST
2022,WASHINGTON,"ROCKFISH, YELLOWMOUTH",185,0,49,Public,Commercial,Sebastes reedi,166737,PACFIN
2021,WASHINGTON,"ROCKFISH, YELLOWMOUTH",19,0,4,Public,Commercial,Sebastes reedi,166737,PACFIN
2019,WASHINGTON,"ROCKFISH, YELLOWMOUTH",26,0,14,Public,Commercial,Sebastes reedi,166737,PACFIN
2018,WASHINGTON,"ROCKFISH, YELLOWMOUTH","51,641",23,"5,091",Public,Commercial,Sebastes reedi,166737,PACFIN
2017,WASHINGTON,"ROCKFISH, YELLOWMOUTH",110,0,47,Public,Commercial,Sebastes reedi,166737,PACFIN
2016,WASHINGTON,"ROCKFISH, YELLOWMOUTH",203,0,125,Public,Commercial,Sebastes reedi,166737,PACFIN
2015,WASHINGTON,"ROCKFISH, YELLOWMOUTH","1,390",1,645,Public,Commercial,Sebastes reedi,166737,PACFIN
2014,WASHINGTON,"ROCKFISH, YELLOWMOUTH",295,0,137,Public,Commercial,Sebastes reedi,166737,PACFIN
2013,WASHINGTON,"ROCKFISH, YELLOWMOUTH","2,156",1,"1,041",Public,Commercial,Sebastes reedi,166737,PACFIN
2012,WASHINGTON,"ROCKFISH, YELLOWMOUTH",500,0,231,Public,Commercial,Sebastes reedi,166737,PACFIN
2011,WASHINGTON,"ROCKFISH, YELLOWMOUTH",113,0,67,Public,Commercial,Sebastes reedi,166737,PACFIN
2010,WASHINGTON,"ROCKFISH, YELLOWMOUTH",151,0,63,Public,Commercial,Sebastes reedi,166737,PACFIN
2009,WASHINGTON,"ROCKFISH, YELLOWMOUTH",130,0,63,Public,Commercial,Sebastes reedi,166737,PACFIN
2008,WASHINGTON,"ROCKFISH, YELLOWMOUTH","1,681",1,706,Public,Commercial,Sebastes reedi,166737,PACFIN
2007,WASHINGTON,"ROCKFISH, YELLOWMOUTH",752,0,293,Public,Commercial,Sebastes reedi,166737,PACFIN
2006,WASHINGTON,"ROCKFISH, YELLOWMOUTH",53,0,19,Public,Commercial,Sebastes reedi,166737,PACFIN
2005,WASHINGTON,"ROCKFISH, YELLOWMOUTH",,,,Confidential,Commercial,Sebastes reedi,166737,PACFIN
2004,WASHINGTON,"ROCKFISH, YELLOWMOUTH",860,0,409,Public,Commercial,Sebastes reedi,166737,PACFIN
2023,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,763,026",800,"315,030",Public,Commercial,Sebastes flavidus,166720,PACFIN
2022,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,726,876",783,"311,663",Public,Commercial,Sebastes flavidus,166720,PACFIN
2021,WASHINGTON,"ROCKFISH, YELLOWTAIL","2,176,373",987,"338,296",Public,Commercial,Sebastes flavidus,166720,PACFIN
2020,WASHINGTON,"ROCKFISH, YELLOWTAIL","2,517,434","1,142","322,320",Public,Commercial,Sebastes flavidus,166720,PACFIN
2019,WASHINGTON,"ROCKFISH, YELLOWTAIL","2,359,755","1,070","513,054",Public,Commercial,Sebastes flavidus,166720,PACFIN
2018,WASHINGTON,"ROCKFISH, YELLOWTAIL","2,263,429","1,027","351,477",Public,Commercial,Sebastes flavidus,166720,PACFIN
2017,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,742,208",790,"386,654",Public,Commercial,Sebastes flavidus,166720,PACFIN
2016,WASHINGTON,"ROCKFISH, YELLOWTAIL","921,055",418,"369,735",Public,Commercial,Sebastes flavidus,166720,PACFIN
2015,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,165,028",528,"557,161",Public,Commercial,Sebastes flavidus,166720,PACFIN
2014,WASHINGTON,"ROCKFISH, YELLOWTAIL","974,914",442,"472,399",Public,Commercial,Sebastes flavidus,166720,PACFIN
2013,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,189,057",539,"584,178",Public,Commercial,Sebastes flavidus,166720,PACFIN
2012,WASHINGTON,"ROCKFISH, YELLOWTAIL","2,041,333",926,"1,063,232",Public,Commercial,Sebastes flavidus,166720,PACFIN
2011,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,325,278",601,"668,673",Public,Commercial,Sebastes flavidus,166720,PACFIN
2010,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,466,250",665,"726,748",Public,Commercial,Sebastes flavidus,166720,PACFIN
2009,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,116,547",506,"583,190",Public,Commercial,Sebastes flavidus,166720,PACFIN
2008,WASHINGTON,"ROCKFISH, YELLOWTAIL","580,242",263,"283,264",Public,Commercial,Sebastes flavidus,166720,PACFIN
2007,WASHINGTON,"ROCKFISH, YELLOWTAIL","489,708",222,"175,830",Public,Commercial,Sebastes flavidus,166720,PACFIN
2006,WASHINGTON,"ROCKFISH, YELLOWTAIL","620,696",282,"267,292",Public,Commercial,Sebastes flavidus,166720,PACFIN
2005,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,446,252",656,"667,103",Public,Commercial,Sebastes flavidus,166720,PACFIN
2004,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,033,935",469,"468,082",Public,Commercial,Sebastes flavidus,166720,PACFIN
2003,WASHINGTON,"ROCKFISH, YELLOWTAIL","791,413",359,"370,794",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
2002,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,459,918",662,"675,968",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
2001,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,671,125",758,"758,905",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
2000,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,863,847",845,"824,327",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
1999,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,233,202",559,"444,124",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
1998,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,369,580",621,"461,315",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
1997,WASHINGTON,"ROCKFISH, YELLOWTAIL","1,055,644",479,"363,575",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
1996,WASHINGTON,"ROCKFISH, YELLOWTAIL","3,227,502","1,464","1,081,157",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
1995,WASHINGTON,"ROCKFISH, YELLOWTAIL","3,260,783","1,479","1,193,052",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
1994,WASHINGTON,"ROCKFISH, YELLOWTAIL","3,504,295","1,590","1,169,313",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
1993,WASHINGTON,"ROCKFISH, YELLOWTAIL","3,617,539","1,641","1,101,366",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
1992,WASHINGTON,"ROCKFISH, YELLOWTAIL","3,022,307","1,371","936,845",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
1991,WASHINGTON,"ROCKFISH, YELLOWTAIL","2,639,155","1,197","797,984",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
1990,WASHINGTON,"ROCKFISH, YELLOWTAIL","3,367,063","1,527","928,523",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
1989,WASHINGTON,"ROCKFISH, YELLOWTAIL","3,576,560","1,622","986,309",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
1988,WASHINGTON,"ROCKFISH, YELLOWTAIL","5,182,936","2,351","1,514,004",Public,Commercial,Sebastes flavidus,166720,PACFINHIST
2023,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2023,WASHINGTON,ROCKFISHES **,"1,953",1,924,Public,Commercial,Sebastes ,166705,PACFIN
2022,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2022,WASHINGTON,ROCKFISHES **,436,0,83,Public,Commercial,Sebastes ,166705,PACFIN
2021,WASHINGTON,ROCKFISHES **,158,0,100,Public,Commercial,Sebastes ,166705,PACFIN
2021,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2020,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2020,WASHINGTON,ROCKFISHES **,"1,255",1,784,Public,Commercial,Sebastes ,166705,PACFIN
2019,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2019,WASHINGTON,ROCKFISHES **,80,0,48,Public,Commercial,Sebastes ,166705,PACFIN
2018,WASHINGTON,ROCKFISHES **,505,0,255,Public,Commercial,Sebastes ,166705,PACFIN
2017,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2017,WASHINGTON,ROCKFISHES **,448,0,197,Public,Commercial,Sebastes ,166705,PACFIN
2016,WASHINGTON,ROCKFISHES **,"12,736",6,"5,161",Public,Commercial,Sebastes ,166705,PACFIN
2015,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2015,WASHINGTON,ROCKFISHES **,"35,226",16,"15,594",Public,Commercial,Sebastes ,166705,PACFIN
2014,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2014,WASHINGTON,ROCKFISHES **,"12,133",6,"5,309",Public,Commercial,Sebastes ,166705,PACFIN
2013,WASHINGTON,ROCKFISHES **,"17,224",8,"7,588",Public,Commercial,Sebastes ,166705,PACFIN
2012,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2012,WASHINGTON,ROCKFISHES **,"1,358",1,828,Public,Commercial,Sebastes ,166705,PACFIN
2011,WASHINGTON,ROCKFISHES **,"41,096",19,"17,466",Public,Commercial,Sebastes ,166705,PACFIN
2010,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2010,WASHINGTON,ROCKFISHES **,"4,336",2,"1,279",Public,Commercial,Sebastes ,166705,PACFIN
2009,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2009,WASHINGTON,ROCKFISHES **,"1,711",1,842,Public,Commercial,Sebastes ,166705,PACFIN
2008,WASHINGTON,ROCKFISHES **,"1,737",1,911,Public,Commercial,Sebastes ,166705,PACFIN
2007,WASHINGTON,ROCKFISHES **,"3,826",2,"2,552",Public,Commercial,Sebastes ,166705,PACFIN
2006,WASHINGTON,ROCKFISHES **,"10,875",5,"5,193",Public,Commercial,Sebastes ,166705,PACFIN
2006,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2005,WASHINGTON,ROCKFISHES **,"11,637",5,"5,593",Public,Commercial,Sebastes ,166705,PACFIN
2004,WASHINGTON,ROCKFISHES **,"2,921",1,"1,424",Public,Commercial,Sebastes ,166705,PACFIN
2004,WASHINGTON,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2003,WASHINGTON,ROCKFISHES **,"310,565",141,"150,829",Public,Commercial,Sebastes ,166705,PACFINHIST
2002,WASHINGTON,ROCKFISHES **,"324,207",147,"152,191",Public,Commercial,Sebastes ,166705,PACFINHIST
2001,WASHINGTON,ROCKFISHES **,"401,820",182,"215,553",Public,Commercial,Sebastes ,166705,PACFINHIST
2000,WASHINGTON,ROCKFISHES **,"603,926",274,"299,504",Public,Commercial,Sebastes ,166705,PACFINHIST
1999,WASHINGTON,ROCKFISHES **,"1,404,754",637,"660,763",Public,Commercial,Sebastes ,166705,PACFINHIST
1998,WASHINGTON,ROCKFISHES **,"2,194,331",995,"918,186",Public,Commercial,Sebastes ,166705,PACFINHIST
1997,WASHINGTON,ROCKFISHES **,"2,465,719","1,118","1,129,858",Public,Commercial,Sebastes ,166705,PACFINHIST
1996,WASHINGTON,ROCKFISHES **,"3,275,683","1,486","1,508,685",Public,Commercial,Sebastes ,166705,PACFINHIST
1995,WASHINGTON,ROCKFISHES **,"3,754,101","1,703","2,006,724",Public,Commercial,Sebastes ,166705,PACFINHIST
1994,WASHINGTON,ROCKFISHES **,"4,113,290","1,866","1,549,288",Public,Commercial,Sebastes ,166705,PACFINHIST
1993,WASHINGTON,ROCKFISHES **,"6,466,702","2,933","2,062,956",Public,Commercial,Sebastes ,166705,PACFINHIST
1992,WASHINGTON,ROCKFISHES **,"5,681,663","2,577","1,803,657",Public,Commercial,Sebastes ,166705,PACFINHIST
1991,WASHINGTON,ROCKFISHES **,"6,483,883","2,941","2,048,550",Public,Commercial,Sebastes ,166705,PACFINHIST
1990,WASHINGTON,ROCKFISHES **,"6,522,954","2,959","1,977,698",Public,Commercial,Sebastes ,166705,PACFINHIST
1989,WASHINGTON,ROCKFISHES **,"7,855,056","3,563","2,332,547",Public,Commercial,Sebastes ,166705,PACFINHIST
1988,WASHINGTON,ROCKFISHES **,"8,566,866","3,886","2,459,637",Public,Commercial,Sebastes ,166705,PACFINHIST
1987,WASHINGTON,ROCKFISHES **,"20,045,479","9,093","6,584,671",Public,Commercial,Sebastes ,166705,PACFINHIST
1986,WASHINGTON,ROCKFISHES **,"18,162,702","8,239","5,132,799",Public,Commercial,Sebastes ,166705,PACFINHIST
1985,WASHINGTON,ROCKFISHES **,"14,424,223","6,543","3,684,554",Public,Commercial,Sebastes ,166705,PACFINHIST
1984,WASHINGTON,ROCKFISHES **,"16,323,211","7,404","3,522,558",Public,Commercial,Sebastes ,166705,PACFINHIST
1983,WASHINGTON,ROCKFISHES **,"26,397,995","11,974","5,353,445",Public,Commercial,Sebastes ,166705,PACFINHIST
1982,WASHINGTON,ROCKFISHES **,"30,367,457","13,775","5,419,545",Public,Commercial,Sebastes ,166705,PACFINHIST
1981,WASHINGTON,ROCKFISHES **,"33,527,845","15,208","5,102,029",Public,Commercial,Sebastes ,166705,PACFINHIST
1980,WASHINGTON,ROCKFISHES **,"30,885,221","14,009","4,852,867",Public,Commercial,Sebastes ,166705,PACFINHIST
1979,WASHINGTON,ROCKFISHES **,"23,273,498","10,557","5,018,790",Public,Commercial,Sebastes ,166705,PACFINHIST
1978,WASHINGTON,ROCKFISHES **,"21,034,411","9,541","3,738,845",Public,Commercial,Sebastes ,166705,PACFINHIST
1977,WASHINGTON,ROCKFISHES **,"20,453,900","9,278","2,817,648",Public,Commercial,Sebastes ,166705,PACFINHIST
1976,WASHINGTON,ROCKFISHES **,"13,760,300","6,242","1,520,613",Public,Commercial,Sebastes ,166705,PACFINHIST
1975,WASHINGTON,ROCKFISHES **,"7,860,800","3,566","777,167",Public,Commercial,Sebastes ,166705,PACFINHIST
1974,WASHINGTON,ROCKFISHES **,"9,500,900","4,310","911,615",Public,Commercial,Sebastes ,166705,PACFINHIST
1973,WASHINGTON,ROCKFISHES **,"12,873,100","5,839","982,664",Public,Commercial,Sebastes ,166705,PACFINHIST
1972,WASHINGTON,ROCKFISHES **,"11,068,300","5,021","735,352",Public,Commercial,Sebastes ,166705,PACFINHIST
1971,WASHINGTON,ROCKFISHES **,"10,761,900","4,882","1,059,319",Public,Commercial,Sebastes ,166705,PACFINHIST
