Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1970,WASHINGTON,ROCKFISHES **,"12,644,300","5,735","760,861",Public,Commercial,Sebastes ,166705,PACFINHIST
1969,WASHINGTON,ROCKFISHES **,"17,666,200","8,013","1,000,976",Public,Commercial,Sebastes ,166705,PACFINHIST
1968,WASHINGTON,ROCKFISHES **,"10,672,300","4,841","587,754",Public,Commercial,Sebastes ,166705,PACFINHIST
1967,WASHINGTON,ROCKFISHES **,"7,321,800","3,321","397,183",Public,Commercial,Sebastes ,166705,PACFINHIST
1966,WASHINGTON,ROCKFISHES **,"9,575,800","4,344","491,252",Public,Commercial,Sebastes ,166705,PACFINHIST
1965,WASHINGTON,ROCKFISHES **,"6,870,400","3,116","335,631",Public,Commercial,Sebastes ,166705,PACFINHIST
1964,WASHINGTON,ROCKFISHES **,"5,926,100","2,688","294,306",Public,Commercial,Sebastes ,166705,PACFINHIST
1963,WASHINGTON,ROCKFISHES **,"8,028,400","3,642","410,183",Public,Commercial,Sebastes ,166705,PACFINHIST
1962,WASHINGTON,ROCKFISHES **,"9,971,700","4,523","492,754",Public,Commercial,Sebastes ,166705,PACFINHIST
1961,WASHINGTON,ROCKFISHES **,"7,156,800","3,246","288,926",Public,Commercial,Sebastes ,166705,PACFINHIST
1960,WASHINGTON,ROCKFISHES **,"6,029,200","2,735","291,250",Public,Commercial,Sebastes ,166705,PACFINHIST
1959,WASHINGTON,ROCKFISHES **,"6,667,000","3,024","322,947",Public,Commercial,Sebastes ,166705,PACFINHIST
1958,WASHINGTON,ROCKFISHES **,"5,963,700","2,705","231,733",Public,Commercial,Sebastes ,166705,PACFINHIST
1957,WASHINGTON,ROCKFISHES **,"4,710,700","2,137","207,421",Public,Commercial,Sebastes ,166705,PACFINHIST
1956,WASHINGTON,ROCKFISHES **,"5,880,600","2,667","233,778",Public,Commercial,Sebastes ,166705,PACFINHIST
1955,WASHINGTON,ROCKFISHES **,"5,961,300","2,704","235,001",Public,Commercial,Sebastes ,166705,PACFINHIST
1954,WASHINGTON,ROCKFISHES **,"6,317,400","2,866","251,626",Public,Commercial,Sebastes ,166705,PACFINHIST
1953,WASHINGTON,ROCKFISHES **,"4,404,100","1,998","178,097",Public,Commercial,Sebastes ,166705,PACFINHIST
1952,WASHINGTON,ROCKFISHES **,"10,156,400","4,607","548,332",Public,Commercial,Sebastes ,166705,PACFINHIST
1951,WASHINGTON,ROCKFISHES **,"10,649,500","4,831","574,797",Public,Commercial,Sebastes ,166705,PACFINHIST
1950,WASHINGTON,ROCKFISHES **,"12,729,100","5,774","515,132",Public,Commercial,Sebastes ,166705,PACFINHIST
2023,WASHINGTON,SABLEFISH,"2,759,990","1,252","3,598,332",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2022,WASHINGTON,SABLEFISH,"2,699,801","1,225","4,966,933",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2021,WASHINGTON,SABLEFISH,"2,285,138","1,037","3,594,045",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2020,WASHINGTON,SABLEFISH,"1,710,617",776,"2,303,925",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2019,WASHINGTON,SABLEFISH,"2,680,694","1,216","4,921,741",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2018,WASHINGTON,SABLEFISH,"2,638,035","1,197","6,532,797",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2017,WASHINGTON,SABLEFISH,"2,727,238","1,237","9,158,651",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2016,WASHINGTON,SABLEFISH,"2,543,795","1,154","7,778,714",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2015,WASHINGTON,SABLEFISH,"2,326,014","1,055","7,003,406",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2014,WASHINGTON,SABLEFISH,"2,328,336","1,056","6,988,270",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2013,WASHINGTON,SABLEFISH,"1,970,537",894,"4,764,259",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2012,WASHINGTON,SABLEFISH,"3,013,794","1,367","7,813,344",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2011,WASHINGTON,SABLEFISH,"3,423,014","1,553","12,378,024",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2010,WASHINGTON,SABLEFISH,"3,262,967","1,480","9,319,731",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2009,WASHINGTON,SABLEFISH,"3,506,820","1,591","8,711,747",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2008,WASHINGTON,SABLEFISH,"2,911,160","1,320","7,159,589",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2007,WASHINGTON,SABLEFISH,"2,973,815","1,349","6,442,111",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2006,WASHINGTON,SABLEFISH,"4,205,343","1,908","8,132,648",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2005,WASHINGTON,SABLEFISH,"4,207,384","1,908","7,293,715",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2004,WASHINGTON,SABLEFISH,"3,899,823","1,769","6,155,612",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2003,WASHINGTON,SABLEFISH,"3,735,862","1,695","6,674,814",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
2002,WASHINGTON,SABLEFISH,"2,558,924","1,161","4,354,015",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
2001,WASHINGTON,SABLEFISH,"3,589,406","1,628","5,983,836",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
2000,WASHINGTON,SABLEFISH,"3,754,827","1,703","6,545,151",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1999,WASHINGTON,SABLEFISH,"4,078,228","1,850","5,738,100",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1998,WASHINGTON,SABLEFISH,"2,957,539","1,342","3,931,270",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1997,WASHINGTON,SABLEFISH,"5,038,663","2,286","9,848,109",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1996,WASHINGTON,SABLEFISH,"4,895,787","2,221","8,368,194",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1995,WASHINGTON,SABLEFISH,"5,132,155","2,328","8,738,457",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1994,WASHINGTON,SABLEFISH,"3,967,662","1,800","4,972,510",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1993,WASHINGTON,SABLEFISH,"4,486,247","2,035","4,058,227",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1992,WASHINGTON,SABLEFISH,"4,604,448","2,089","4,718,905",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1991,WASHINGTON,SABLEFISH,"5,506,650","2,498","6,607,611",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1990,WASHINGTON,SABLEFISH,"4,269,888","1,937","3,187,984",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1989,WASHINGTON,SABLEFISH,"5,651,329","2,563","3,610,854",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1988,WASHINGTON,SABLEFISH,"7,180,157","3,257","5,408,936",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1987,WASHINGTON,SABLEFISH,"7,353,381","3,335","4,990,163",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1986,WASHINGTON,SABLEFISH,"6,044,754","2,742","3,231,067",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1985,WASHINGTON,SABLEFISH,"8,852,595","4,016","4,425,147",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1984,WASHINGTON,SABLEFISH,"10,467,636","4,748","2,590,051",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1983,WASHINGTON,SABLEFISH,"7,810,681","3,543","2,066,036",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1982,WASHINGTON,SABLEFISH,"9,143,191","4,147","2,595,769",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1981,WASHINGTON,SABLEFISH,"5,609,719","2,545","1,631,553",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1980,WASHINGTON,SABLEFISH,"3,137,921","1,423","731,027",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1979,WASHINGTON,SABLEFISH,"6,330,481","2,871","3,136,999",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1978,WASHINGTON,SABLEFISH,"4,042,601","1,834","1,579,546",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1977,WASHINGTON,SABLEFISH,"2,522,800","1,144","890,343",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1976,WASHINGTON,SABLEFISH,"1,410,200",640,"245,933",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1975,WASHINGTON,SABLEFISH,"2,013,500",913,"312,745",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1974,WASHINGTON,SABLEFISH,"1,293,300",587,"285,429",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1973,WASHINGTON,SABLEFISH,"578,100",262,"111,024",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1972,WASHINGTON,SABLEFISH,"270,100",123,"71,107",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1971,WASHINGTON,SABLEFISH,"461,800",209,"68,555",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1970,WASHINGTON,SABLEFISH,"958,200",435,"115,359",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1969,WASHINGTON,SABLEFISH,"453,900",206,"57,307",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1968,WASHINGTON,SABLEFISH,"375,800",170,"38,167",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1967,WASHINGTON,SABLEFISH,"541,000",245,"60,070",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1966,WASHINGTON,SABLEFISH,"1,018,800",462,"125,762",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1965,WASHINGTON,SABLEFISH,"1,742,200",790,"255,357",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1964,WASHINGTON,SABLEFISH,"2,609,800","1,184","383,633",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1963,WASHINGTON,SABLEFISH,"2,744,100","1,245","376,839",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1962,WASHINGTON,SABLEFISH,"4,947,800","2,244","523,272",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1961,WASHINGTON,SABLEFISH,"3,180,900","1,443","397,143",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1960,WASHINGTON,SABLEFISH,"5,485,900","2,488","631,658",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1959,WASHINGTON,SABLEFISH,"4,258,200","1,932","452,115",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1958,WASHINGTON,SABLEFISH,"2,177,300",988,"202,956",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1957,WASHINGTON,SABLEFISH,"4,546,100","2,062","441,929",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1956,WASHINGTON,SABLEFISH,"6,405,300","2,905","558,449",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1955,WASHINGTON,SABLEFISH,"4,208,700","1,909","403,762",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1954,WASHINGTON,SABLEFISH,"3,804,000","1,725","395,225",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1953,WASHINGTON,SABLEFISH,"3,226,400","1,463","330,483",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1952,WASHINGTON,SABLEFISH,"3,182,000","1,443","326,592",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1951,WASHINGTON,SABLEFISH,"4,904,000","2,224","454,374",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
1950,WASHINGTON,SABLEFISH,"3,063,200","1,389","324,764",Public,Commercial,Anoplopoma fimbria,167123,PACFINHIST
2023,WASHINGTON,"SALMON, CHINOOK","3,498,327","1,587","10,310,055",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2022,WASHINGTON,"SALMON, CHINOOK","3,578,653","1,623","8,675,223",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2021,WASHINGTON,"SALMON, CHINOOK","2,244,192","1,018","7,258,875",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2020,WASHINGTON,"SALMON, CHINOOK","2,276,245","1,032","5,774,450",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2019,WASHINGTON,"SALMON, CHINOOK","2,690,637","1,220","8,807,148",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2018,WASHINGTON,"SALMON, CHINOOK","2,526,960","1,146","9,932,423",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2017,WASHINGTON,"SALMON, CHINOOK","4,146,711","1,881","14,863,266",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2016,WASHINGTON,"SALMON, CHINOOK","4,350,771","1,973","14,092,480",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2015,WASHINGTON,"SALMON, CHINOOK","7,399,539","3,356","19,221,097",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2014,WASHINGTON,"SALMON, CHINOOK","7,442,380","3,376","16,827,866",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2013,WASHINGTON,"SALMON, CHINOOK","6,341,112","2,876","16,715,133",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2012,WASHINGTON,"SALMON, CHINOOK","4,741,143","2,151","12,387,190",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2011,WASHINGTON,"SALMON, CHINOOK","5,523,247","2,505","13,456,949",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2010,WASHINGTON,"SALMON, CHINOOK","5,483,346","2,487","12,800,342",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2009,WASHINGTON,"SALMON, CHINOOK","3,703,800","1,680","7,031,460",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2008,WASHINGTON,"SALMON, CHINOOK","3,672,955","1,666","8,879,068",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2007,WASHINGTON,"SALMON, CHINOOK","3,139,520","1,424","6,866,529",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2006,WASHINGTON,"SALMON, CHINOOK","4,263,634","1,934","7,525,171",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2005,WASHINGTON,"SALMON, CHINOOK","4,534,924","2,057","5,329,818",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2004,WASHINGTON,"SALMON, CHINOOK","4,348,225","1,972","5,250,834",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2003,WASHINGTON,"SALMON, CHINOOK","4,850,188","2,200","3,152,200",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
2002,WASHINGTON,"SALMON, CHINOOK","5,023,039","2,278","3,230,953",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
2001,WASHINGTON,"SALMON, CHINOOK","3,832,178","1,738","2,573,291",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
2000,WASHINGTON,"SALMON, CHINOOK","2,166,800",983,"2,025,237",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1999,WASHINGTON,"SALMON, CHINOOK","2,352,530","1,067","2,030,823",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1998,WASHINGTON,"SALMON, CHINOOK","1,896,871",860,"1,499,174",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1997,WASHINGTON,"SALMON, CHINOOK","3,195,560","1,449","2,642,422",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1996,WASHINGTON,"SALMON, CHINOOK","3,172,520","1,439","2,326,767",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1995,WASHINGTON,"SALMON, CHINOOK","2,388,650","1,083","2,005,212",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1994,WASHINGTON,"SALMON, CHINOOK","2,463,786","1,118","2,876,914",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1993,WASHINGTON,"SALMON, CHINOOK","2,924,279","1,326","3,339,019",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1992,WASHINGTON,"SALMON, CHINOOK","3,848,963","1,746","5,398,637",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1991,WASHINGTON,"SALMON, CHINOOK","4,478,277","2,031","5,655,653",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1990,WASHINGTON,"SALMON, CHINOOK","6,636,634","3,010","9,440,022",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1989,WASHINGTON,"SALMON, CHINOOK","8,292,312","3,761","8,795,674",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1988,WASHINGTON,"SALMON, CHINOOK","9,299,471","4,218","19,685,750",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1987,WASHINGTON,"SALMON, CHINOOK","8,420,634","3,820","14,109,428",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1986,WASHINGTON,"SALMON, CHINOOK","6,356,993","2,884","7,119,357",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1985,WASHINGTON,"SALMON, CHINOOK","5,596,733","2,539","7,259,313",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1984,WASHINGTON,"SALMON, CHINOOK","4,256,730","1,931","7,039,900",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1983,WASHINGTON,"SALMON, CHINOOK","3,939,892","1,787","4,947,450",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1982,WASHINGTON,"SALMON, CHINOOK","7,061,078","3,203","11,405,086",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1981,WASHINGTON,"SALMON, CHINOOK","6,361,783","2,886","10,698,526",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1980,WASHINGTON,"SALMON, CHINOOK","7,957,380","3,609","11,904,323",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1979,WASHINGTON,"SALMON, CHINOOK","6,739,568","3,057","11,404,642",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1978,WASHINGTON,"SALMON, CHINOOK","8,087,717","3,669","11,415,087",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1977,WASHINGTON,"SALMON, CHINOOK","10,634,900","4,824","16,049,776",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1976,WASHINGTON,"SALMON, CHINOOK","11,889,800","5,393","14,652,347",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1975,WASHINGTON,"SALMON, CHINOOK","10,580,400","4,799","8,784,599",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1974,WASHINGTON,"SALMON, CHINOOK","8,914,200","4,043","7,053,287",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1973,WASHINGTON,"SALMON, CHINOOK","10,684,600","4,847","10,181,046",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1972,WASHINGTON,"SALMON, CHINOOK","7,552,300","3,426","4,564,960",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1971,WASHINGTON,"SALMON, CHINOOK","8,586,800","3,895","3,724,600",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1970,WASHINGTON,"SALMON, CHINOOK","8,557,800","3,882","4,822,875",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1969,WASHINGTON,"SALMON, CHINOOK","7,131,000","3,235","3,587,154",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1968,WASHINGTON,"SALMON, CHINOOK","6,197,500","2,811","2,791,956",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1967,WASHINGTON,"SALMON, CHINOOK","5,940,700","2,695","2,400,187",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1966,WASHINGTON,"SALMON, CHINOOK","5,907,200","2,679","2,278,019",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1965,WASHINGTON,"SALMON, CHINOOK","5,736,700","2,602","1,969,282",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1964,WASHINGTON,"SALMON, CHINOOK","5,615,800","2,547","2,085,416",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1963,WASHINGTON,"SALMON, CHINOOK","6,410,400","2,908","2,447,320",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1962,WASHINGTON,"SALMON, CHINOOK","5,563,200","2,523","2,582,423",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1961,WASHINGTON,"SALMON, CHINOOK","6,009,700","2,726","2,443,052",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1960,WASHINGTON,"SALMON, CHINOOK","4,635,800","2,103","1,827,360",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1959,WASHINGTON,"SALMON, CHINOOK","5,884,100","2,669","1,926,856",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1958,WASHINGTON,"SALMON, CHINOOK","7,226,500","3,278","2,499,819",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1957,WASHINGTON,"SALMON, CHINOOK","8,393,700","3,807","2,597,372",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1956,WASHINGTON,"SALMON, CHINOOK","8,290,700","3,761","2,677,665",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1955,WASHINGTON,"SALMON, CHINOOK","10,035,700","4,552","2,855,388",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1954,WASHINGTON,"SALMON, CHINOOK","9,268,500","4,204","2,494,111",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1953,WASHINGTON,"SALMON, CHINOOK","10,841,500","4,918","2,585,375",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1952,WASHINGTON,"SALMON, CHINOOK","11,618,200","5,270","2,908,143",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1951,WASHINGTON,"SALMON, CHINOOK","10,907,700","4,948","2,957,346",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
1950,WASHINGTON,"SALMON, CHINOOK","8,820,500","4,001","2,264,931",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFINHIST
2023,WASHINGTON,"SALMON, CHUM","1,654,695",751,"433,655",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2022,WASHINGTON,"SALMON, CHUM","9,092,935","4,125","10,441,503",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2021,WASHINGTON,"SALMON, CHUM","2,544,319","1,154","3,038,308",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2020,WASHINGTON,"SALMON, CHUM","2,349,186","1,066","1,997,990",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2019,WASHINGTON,"SALMON, CHUM","2,575,592","1,168","2,168,967",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2018,WASHINGTON,"SALMON, CHUM","7,689,424","3,488","7,421,362",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2017,WASHINGTON,"SALMON, CHUM","13,908,807","6,309","12,290,948",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2016,WASHINGTON,"SALMON, CHUM","8,989,545","4,078","6,669,328",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2015,WASHINGTON,"SALMON, CHUM","10,018,446","4,544","5,745,873",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2014,WASHINGTON,"SALMON, CHUM","11,554,105","5,241","9,285,368",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2013,WASHINGTON,"SALMON, CHUM","15,217,785","6,903","8,793,265",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2012,WASHINGTON,"SALMON, CHUM","10,552,098","4,786","7,545,118",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2011,WASHINGTON,"SALMON, CHUM","8,492,565","3,852","10,014,436",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2010,WASHINGTON,"SALMON, CHUM","8,292,172","3,761","7,718,091",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2009,WASHINGTON,"SALMON, CHUM","5,899,787","2,676","4,235,042",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2008,WASHINGTON,"SALMON, CHUM","9,803,560","4,447","7,550,378",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2007,WASHINGTON,"SALMON, CHUM","14,032,225","6,365","10,147,830",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2006,WASHINGTON,"SALMON, CHUM","15,809,170","7,171","7,868,610",Public,Commercial,Oncorhynchus keta,161976,PACFIN
2005,WASHINGTON,"SALMON, CHUM","7,591,041","3,443","2,911,435",Public,Commercial,Oncorhynchus keta,161976,PACFIN
